mmsi,lat,lon,speed,course,timestamp
235116983,50.363945,-4.156312,0.0,330.4,
0,50.374462,-4.141345,0.0,360.0,
0,50.374462,-4.141345,0.0,360.0,
0,50.374462,-4.141345,0.0,360.0,
0,50.374462,-4.141345,0.0,360.0,
0,50.374462,-4.141347,0.0,360.0,
0,50.374462,-4.141347,0.0,360.0,
0,50.374462,-4.141347,0.0,360.0,
0,50.374462,-4.141347,0.0,360.0,
232002651,50.33273,-4.179922,8.7,286.1,
0,50.374462,-4.141347,0.0,360.0,
235109107,50.36593,-4.131963,0.0,284.1,
0,50.37446,-4.141348,0.0,360.0,
232026018,50.367533,-4.130902,0.0,161.2,
232056337,50.359443,-4.117657,0.0,360.0,
232002652,50.359317,-4.149883,9.1,285.5,
232002651,50.33366,-4.180228,2.7,11.0,
235109107,50.36594,-4.131983,0.0,284.1,
235066588,50.337047,-4.148837,0.0,206.9,
235109107,50.365938,-4.131985,0.0,284.2,
235109107,50.365938,-4.131985,0.0,284.2,
235109107,50.365938,-4.131985,0.0,284.2,
235109107,50.365938,-4.131985,0.0,284.2,
235109107,50.365938,-4.131985,0.0,284.2,
232056337,50.359463,-4.11767,0.0,360.0,
0,50.374488,-4.141452,0.0,360.0,
0,50.374488,-4.141452,0.0,360.0,
0,50.374488,-4.141452,0.0,360.0,
0,50.37449,-4.141457,0.0,360.0,
0,50.37449,-4.141457,0.0,360.0,
0,50.374488,-4.141452,0.0,360.0,
235110955,50.364877,-4.13179,0.0,0.0,
235116983,50.363943,-4.156312,0.1,338.2,
235116983,50.363943,-4.156312,0.1,338.2,
235066588,50.337043,-4.148822,0.1,195.9,
235106587,50.347498,-4.131353,2.5,185.3,
235066588,50.337043,-4.148822,0.2,196.0,
235106587,50.347498,-4.131353,2.5,185.3,
235106587,50.347498,-4.131353,2.5,185.3,
0,50.374495,-4.141465,0.0,360.0,
0,50.374495,-4.141465,0.0,360.0,
0,50.374495,-4.141465,0.0,360.0,
0,50.3745,-4.141473,0.0,360.0,
0,50.3745,-4.141473,0.0,360.0,
0,50.3745,-4.141473,0.0,360.0,
235061062,50.352377,-4.161867,11.3,303.0,
235061062,50.352377,-4.161867,11.3,303.0,
235061062,50.352377,-4.161867,11.3,303.0,
232002651,50.333773,-4.18023,2.6,1.8,
0,50.374507,-4.14148,0.0,360.0,
0,50.374507,-4.14148,0.0,360.0,
235097338,50.364915,-4.13085,0.1,134.8,
235097338,50.364915,-4.13085,0.1,134.8,
0,50.374507,-4.14148,0.0,360.0,
0,50.374507,-4.14148,0.0,360.0,
235029693,50.369577,-4.132117,0.0,103.4,
235061062,50.352478,-4.162128,11.0,301.0,
235116983,50.363947,-4.156312,0.0,281.9,
235061062,50.3526,-4.162435,11.0,300.0,
235060787,50.358847,-4.120373,0.1,360.0,
235063624,50.364727,-4.16664,0.0,360.0,
235063624,50.364727,-4.16664,0.0,360.0,
235063624,50.364727,-4.16664,0.0,360.0,
235060787,50.358847,-4.120373,0.1,360.0,
235063624,50.364727,-4.16664,0.0,360.0,
0,50.374517,-4.141493,0.0,360.0,
0,50.374517,-4.141493,0.0,360.0,
0,50.374517,-4.141493,0.0,360.0,
0,50.374518,-4.141493,0.0,360.0,
0,50.37452,-4.141493,0.0,360.0,
0,50.374518,-4.141493,0.0,360.0,
0,50.374518,-4.141493,0.0,360.0,
235061062,50.352648,-4.162548,11.0,301.0,
0,50.37452,-4.141493,0.0,360.0,
235061062,50.352648,-4.162548,11.0,301.0,
235111155,50.366887,-4.155997,0.1,197.0,
235061062,50.352703,-4.162682,11.0,302.0,
232002651,50.33388,-4.180252,2.4,355.4,
235111155,50.366887,-4.155997,0.1,197.0,
232002651,50.33388,-4.180252,2.4,355.4,
235111155,50.366887,-4.155997,0.1,197.0,
232002651,50.33388,-4.180252,2.4,355.4,
232002652,50.359863,-4.154282,8.3,259.4,
0,50.374522,-4.141492,0.0,360.0,
0,50.374523,-4.14149,0.0,360.0,
0,50.374525,-4.14149,0.0,360.0,
0,50.374525,-4.14149,0.0,360.0,
0,50.374525,-4.14149,0.0,360.0,
232056337,50.359467,-4.117692,0.0,360.0,
0,50.374525,-4.14149,0.0,360.0,
232056337,50.359467,-4.117692,0.0,360.0,
235061062,50.352817,-4.16293,10.8,302.9,
235116983,50.363945,-4.156312,0.1,4.6,
0,50.374528,-4.14149,0.0,360.0,
235066588,50.336997,-4.148905,0.5,193.9,
0,50.374542,-4.141472,0.0,360.0,
0,50.374543,-4.14147,0.0,360.0,
235111321,50.358645,-4.123795,0.1,360.0,
235066588,50.336993,-4.148935,0.5,195.9,
0,50.374543,-4.14147,0.0,360.0,
235111321,50.358645,-4.123795,0.1,360.0,
0,50.374543,-4.14147,0.0,360.0,
0,50.374543,-4.14147,0.0,360.0,
235111321,50.358645,-4.123795,0.1,360.0,
235111321,50.358645,-4.123795,0.1,360.0,
0,50.374545,-4.141468,0.0,360.0,
0,50.374545,-4.141468,0.0,360.0,
0,50.374545,-4.141468,0.0,360.0,
235004281,50.358857,-4.122332,0.1,360.0,
0,50.37455,-4.141455,0.0,360.0,
0,50.37455,-4.141455,0.0,360.0,
0,50.37455,-4.141455,0.0,360.0,
0,50.37455,-4.141455,0.0,360.0,
235116983,50.363947,-4.156312,0.0,108.0,
0,50.374552,-4.141452,0.0,360.0,
0,50.374552,-4.141452,0.0,360.0,
235106587,50.346997,-4.13143,2.7,185.0,
235061062,50.353478,-4.164282,10.6,309.0,
0,50.374552,-4.141448,0.0,360.0,
235061062,50.353478,-4.164282,10.6,309.0,
235061062,50.353478,-4.164282,10.6,309.0,
0,50.374552,-4.141448,0.0,360.0,
0,50.374552,-4.141448,0.0,360.0,
0,50.374552,-4.141448,0.0,360.0,
235066588,50.336977,-4.148923,0.2,114.9,
0,50.374552,-4.141448,0.0,360.0,
0,50.374552,-4.141448,0.0,360.0,
232002652,50.359017,-4.157017,8.4,237.6,
232002652,50.359017,-4.157017,8.4,237.6,
232002652,50.359017,-4.157017,8.4,237.6,
235102126,50.360185,-4.120433,0.1,360.0,
232002652,50.359017,-4.157017,8.4,237.6,
235102126,50.360185,-4.120433,0.1,360.0,
232056337,50.359457,-4.117692,0.0,360.0,
0,50.374542,-4.14141,0.0,360.0,
235106587,50.346647,-4.131487,2.5,183.7,
235003658,50.354113,-4.197167,0.0,360.0,
0,50.37454,-4.141405,0.0,360.0,
0,50.374538,-4.141405,0.0,360.0,
235109107,50.365923,-4.13198,0.0,284.1,
0,50.374537,-4.141405,0.0,360.0,
0,50.374537,-4.141405,0.0,360.0,
0,50.374537,-4.141405,0.0,360.0,
0,50.374537,-4.141405,0.0,360.0,
0,50.374537,-4.141405,0.0,360.0,
0,50.374537,-4.141405,0.0,360.0,
0,50.374537,-4.141405,0.0,360.0,
0,50.374537,-4.141405,0.0,360.0,
0,50.374537,-4.141405,0.0,360.0,
0,50.374537,-4.141405,0.0,360.0,
235109107,50.365922,-4.13198,0.0,284.2,
232019774,50.36368,-4.167222,0.0,350.1,
232019774,50.36368,-4.167222,0.0,350.1,
235066588,50.33693,-4.14888,0.4,140.9,
235066588,50.336928,-4.148882,0.4,141.0,
235066588,50.336928,-4.148882,0.4,141.0,
235090134,50.36753,-4.130918,0.0,0.0,
0,50.374532,-4.141407,0.0,360.0,
235061062,50.354873,-4.166178,10.2,328.9,
0,50.37453,-4.141407,0.0,360.0,
0,50.374528,-4.141408,0.0,360.0,
0,50.374528,-4.141408,0.0,360.0,
0,50.374528,-4.141408,0.0,360.0,
232002652,50.358603,-4.157983,8.4,231.6,
0,50.374528,-4.141408,0.0,360.0,
0,50.374528,-4.141408,0.0,360.0,
0,50.374528,-4.141408,0.0,360.0,
0,50.374528,-4.141408,0.0,360.0,
235038812,50.31997,-4.132978,8.1,186.1,
232002652,50.358603,-4.157983,8.5,231.7,
232028284,50.362473,-4.12522,6.8,122.2,
232028284,50.362472,-4.12522,6.8,122.2,
232056337,50.359457,-4.117702,0.0,360.0,
0,50.374525,-4.141412,0.0,360.0,
0,50.374525,-4.141412,0.0,360.0,
0,50.374525,-4.141412,0.0,360.0,
0,50.374525,-4.141412,0.0,360.0,
0,50.374525,-4.141412,0.0,360.0,
0,50.374525,-4.141412,0.0,360.0,
0,50.374525,-4.141412,0.0,360.0,
232056337,50.359455,-4.117702,0.0,360.0,
235116983,50.363947,-4.156307,0.2,65.9,
235106587,50.346393,-4.131525,2.6,185.7,
235061062,50.355277,-4.166507,10.2,331.0,
0,50.374522,-4.141413,0.0,360.0,
0,50.374522,-4.141413,0.0,360.0,
0,50.374522,-4.141413,0.0,360.0,
0,50.374522,-4.141413,0.0,360.0,
235061062,50.355397,-4.166635,10.1,331.0,
235061062,50.355397,-4.166635,10.1,331.0,
235061062,50.355397,-4.166635,10.1,331.0,
0,50.374522,-4.141413,0.0,360.0,
0,50.374522,-4.141413,0.0,360.0,
0,50.374522,-4.141413,0.0,360.0,
235061062,50.355397,-4.166635,10.1,331.0,
235109107,50.36593,-4.131977,0.0,284.1,
232002652,50.358303,-4.1585,8.4,228.1,
232056337,50.35946,-4.117692,0.0,360.0,
235116983,50.363963,-4.156267,0.9,53.8,
0,50.37452,-4.141417,0.0,360.0,
0,50.37452,-4.141417,0.0,360.0,
0,50.37452,-4.141417,0.0,360.0,
0,50.37452,-4.141417,0.0,360.0,
0,50.37452,-4.141417,0.0,360.0,
0,50.37452,-4.141417,0.0,360.0,
0,50.37452,-4.141417,0.0,360.0,
0,50.37452,-4.141417,0.0,360.0,
0,50.37452,-4.141417,0.0,360.0,
0,50.37452,-4.141417,0.0,360.0,
235061062,50.355762,-4.166942,10.1,330.0,
235061062,50.355762,-4.166942,10.1,330.0,
235061062,50.355762,-4.166942,10.1,330.0,
0,50.37452,-4.141418,0.0,360.0,
232002652,50.358063,-4.158917,8.7,226.3,
232002651,50.334573,-4.179683,1.3,215.9,
232002652,50.358063,-4.158917,8.7,226.3,
235116983,50.364003,-4.156175,1.5,58.0,
0,50.374522,-4.141418,0.0,360.0,
235106587,50.346163,-4.131567,1.9,183.0,
0,50.374522,-4.141418,0.0,360.0,
0,50.374522,-4.141418,0.0,360.0,
0,50.374523,-4.14142,0.0,360.0,
0,50.374523,-4.14142,0.0,360.0,
0,50.374523,-4.14142,0.0,360.0,
0,50.374523,-4.14142,0.0,360.0,
235109107,50.36593,-4.131973,0.0,284.1,
232002652,50.357747,-4.159433,8.8,225.6,
0,50.374535,-4.141362,0.0,360.0,
0,50.374533,-4.141362,0.0,360.0,
0,50.374533,-4.141362,0.0,360.0,
0,50.374533,-4.141362,0.0,360.0,
0,50.374533,-4.141362,0.0,360.0,
0,50.374533,-4.141362,0.0,360.0,
0,50.374533,-4.141362,0.0,360.0,
235109107,50.36592,-4.131975,0.0,284.1,
0,50.374533,-4.141362,0.0,360.0,
235109107,50.36592,-4.131975,0.0,284.2,
0,50.374533,-4.141362,0.0,360.0,
235109107,50.36592,-4.131975,0.0,284.2,
232002651,50.334473,-4.17977,0.4,205.8,
235116983,50.363893,-4.155777,3.2,153.6,
232056337,50.359463,-4.117692,0.0,360.0,
235066588,50.336913,-4.14882,0.1,91.9,
0,50.37453,-4.141365,0.0,360.0,
0,50.37453,-4.141365,0.0,360.0,
235109107,50.365917,-4.13198,0.0,284.1,
235116983,50.36386,-4.155753,2.5,160.6,
0,50.37453,-4.141365,0.0,360.0,
232056337,50.359462,-4.117692,0.0,360.0,
0,50.374528,-4.141365,0.0,360.0,
0,50.374528,-4.141365,0.0,360.0,
0,50.374528,-4.141365,0.0,360.0,
0,50.374527,-4.141367,0.0,360.0,
0,50.374527,-4.141367,0.0,360.0,
0,50.374528,-4.141365,0.0,360.0,
0,50.374528,-4.141365,0.0,360.0,
235106587,50.345633,-4.13164,2.7,186.1,
235061062,50.35842,-4.169288,11.2,328.9,
0,50.374527,-4.141367,0.0,360.0,
235061062,50.358422,-4.169288,11.3,329.0,
0,50.374527,-4.141367,0.0,360.0,
0,50.374527,-4.141367,0.0,360.0,
0,50.374525,-4.141368,0.0,360.0,
0,50.374525,-4.141368,0.0,360.0,
235116983,50.36381,-4.15573,1.6,160.1,
0,50.374525,-4.141368,0.0,360.0,
0,50.374523,-4.141368,0.0,360.0,
235116983,50.363812,-4.15573,1.7,160.2,
235109107,50.365913,-4.131975,0.0,284.1,
232002652,50.356667,-4.162032,8.7,249.2,
0,50.374522,-4.14137,0.0,360.0,
235109107,50.365915,-4.131975,0.0,284.2,
0,50.374522,-4.14137,0.0,360.0,
0,50.374522,-4.14137,0.0,360.0,
235109107,50.365915,-4.131975,0.0,284.2,
235109107,50.365915,-4.131975,0.0,284.2,
235061062,50.35862,-4.169475,10.3,328.9,
235116983,50.363783,-4.155718,1.1,166.5,
235066588,50.336913,-4.148812,0.2,76.9,
0,50.37452,-4.141373,0.0,360.0,
0,50.37452,-4.141373,0.0,360.0,
0,50.37452,-4.141373,0.0,360.0,
235061062,50.35866,-4.169508,10.2,328.9,
232056337,50.359463,-4.117693,0.0,360.0,
235116983,50.36378,-4.155718,0.9,178.4,
235109793,50.358913,-4.122763,0.0,360.0,
235061062,50.358658,-4.169508,10.2,329.0,
0,50.374513,-4.14138,0.0,360.0,
235061062,50.358827,-4.169647,9.9,332.0,
0,50.374513,-4.14138,0.0,360.0,
0,50.374512,-4.141382,0.0,360.0,
0,50.374513,-4.14138,0.0,360.0,
0,50.374513,-4.14138,0.0,360.0,
0,50.374512,-4.141382,0.0,360.0,
0,50.374512,-4.141382,0.0,360.0,
235116983,50.363763,-4.155717,1.1,190.8,
235061062,50.358863,-4.169677,9.9,332.0,
0,50.374512,-4.141382,0.0,360.0,
235116983,50.363762,-4.155717,1.1,190.9,
235061062,50.358865,-4.169677,10.0,332.0,
235061062,50.358865,-4.169677,10.0,332.0,
235061062,50.358865,-4.169677,10.0,332.0,
0,50.37451,-4.141385,0.0,360.0,
0,50.37451,-4.141385,0.0,360.0,
235061062,50.358865,-4.169677,10.0,332.0,
235061062,50.358865,-4.169677,10.0,332.0,
235008178,50.359857,-4.121853,0.0,286.3,
235109107,50.365917,-4.13197,0.0,284.1,
235116983,50.363743,-4.15573,1.3,214.2,
232002652,50.356517,-4.162682,8.3,253.7,
235061062,50.358977,-4.16977,9.6,330.0,
232056337,50.359463,-4.11769,0.0,360.0,
232028284,50.362273,-4.123838,2.1,325.0,
0,50.374505,-4.14139,0.0,360.0,
235116983,50.363743,-4.15573,1.3,214.2,
235116983,50.363743,-4.15573,1.3,214.2,
0,50.374505,-4.14139,0.0,360.0,
0,50.374505,-4.14139,0.0,360.0,
0,50.374505,-4.14139,0.0,360.0,
232056337,50.359462,-4.11769,0.0,360.0,
232056337,50.359462,-4.11769,0.0,360.0,
0,50.374505,-4.141392,0.0,360.0,
235061062,50.359093,-4.1699,9.6,328.9,
235061062,50.359127,-4.16993,9.6,328.9,
232043789,50.363795,-4.156113,0.0,360.0,
232043789,50.363795,-4.156113,0.0,360.0,
232043789,50.363795,-4.156113,0.0,360.0,
235106587,50.345403,-4.131675,2.5,185.9,
235110955,50.364873,-4.131778,0.0,0.0,
232043789,50.363795,-4.156113,0.0,360.0,
235061062,50.35909,-4.1699,9.6,329.0,
235061062,50.35909,-4.1699,9.6,329.0,
235066588,50.336913,-4.148773,0.2,46.0,
235116983,50.363728,-4.155747,1.3,212.2,
235116983,50.363728,-4.155747,1.3,212.2,
235116983,50.363728,-4.155747,1.3,212.2,
235066588,50.336917,-4.148773,0.3,46.0,
235066588,50.336917,-4.148773,0.3,46.0,
235116983,50.363717,-4.155765,1.2,227.6,
235017255,50.366562,-4.133157,0.0,117.1,
235017255,50.366562,-4.133157,0.0,117.1,
235116983,50.363715,-4.155765,1.2,227.6,
235116983,50.363715,-4.155765,1.2,227.6,
235109107,50.36593,-4.131977,0.0,284.1,
235061062,50.359373,-4.170198,9.4,326.0,
232002652,50.356413,-4.163283,8.2,254.8,
235116983,50.3637,-4.1558,1.5,246.8,
0,50.374478,-4.141413,0.0,360.0,
235116983,50.363667,-4.15591,0.1,239.3,
0,50.374477,-4.141413,0.0,360.0,
0,50.374477,-4.141413,0.0,360.0,
0,50.374477,-4.141413,0.0,360.0,
235061062,50.36034,-4.171267,8.8,320.0,
235069057,50.36585,-4.131488,0.1,299.9,
235069057,50.36585,-4.131488,0.1,299.9,
0,50.374477,-4.141412,0.0,360.0,
0,50.374477,-4.141412,0.0,360.0,
235069057,50.36585,-4.131488,0.1,299.9,
235069057,50.36585,-4.131488,0.1,299.9,
235069057,50.36585,-4.131488,0.1,299.9,
235116983,50.363667,-4.15591,0.0,249.5,
235109107,50.36594,-4.131988,0.0,284.1,
232002652,50.3563,-4.164883,6.8,280.3,
232026067,50.350253,-4.205445,0.0,198.5,
232026067,50.350253,-4.205445,0.0,198.5,
235066588,50.336908,-4.14875,0.2,128.0,
235066588,50.336908,-4.14875,0.2,128.0,
232026067,50.350253,-4.205445,0.0,198.5,
232026067,50.350253,-4.205445,0.0,198.5,
232026067,50.350253,-4.205445,0.0,198.5,
235066588,50.336908,-4.14875,0.2,128.0,
235116983,50.36367,-4.155915,0.1,326.4,
0,50.374478,-4.141403,0.0,360.0,
0,50.374478,-4.141403,0.0,360.0,
0,50.374478,-4.141403,0.0,360.0,
0,50.374478,-4.141402,0.0,360.0,
0,50.37448,-4.1414,0.0,360.0,
0,50.37448,-4.141395,0.0,360.0,
0,50.37448,-4.141395,0.0,360.0,
0,50.37448,-4.141395,0.0,360.0,
0,50.37448,-4.141395,0.0,360.0,
0,50.37448,-4.141395,0.0,360.0,
0,50.37448,-4.141393,0.0,360.0,
0,50.37448,-4.141393,0.0,360.0,
0,50.37448,-4.141393,0.0,360.0,
235109107,50.36593,-4.13198,0.0,284.1,
232002652,50.356397,-4.165283,6.6,296.9,
235061062,50.360693,-4.171732,8.5,320.9,
235066588,50.336883,-4.148712,0.0,48.9,
232056337,50.359447,-4.117688,0.0,360.0,
235084008,50.359363,-4.120687,0.0,360.0,
0,50.374482,-4.141388,0.0,360.0,
0,50.374482,-4.141388,0.0,360.0,
235115539,50.35834,-4.121217,0.0,304.4,
235116983,50.36367,-4.155913,0.0,35.9,
244750359,50.37181,-4.194477,0.0,360.0,
244750359,50.37181,-4.194477,0.0,360.0,
0,50.374482,-4.141387,0.0,360.0,
0,50.374482,-4.141387,0.0,360.0,
235109107,50.36593,-4.13198,0.0,284.1,
235106587,50.34476,-4.13177,2.5,184.4,
235109107,50.36593,-4.13198,0.0,284.1,
235109107,50.36593,-4.131978,0.0,284.1,
235106587,50.344762,-4.13177,2.5,184.5,
235106587,50.344762,-4.13177,2.5,184.5,
235106587,50.344762,-4.13177,2.5,184.5,
235106587,50.344762,-4.13177,2.5,184.5,
0,50.374482,-4.141385,0.0,360.0,
0,50.374482,-4.141385,0.0,360.0,
235066588,50.336883,-4.148712,0.0,73.9,
0,50.37448,-4.141383,0.0,360.0,
0,50.37448,-4.141383,0.0,360.0,
0,50.37448,-4.141383,0.0,360.0,
0,50.37448,-4.141383,0.0,360.0,
0,50.37448,-4.141383,0.0,360.0,
235106587,50.344657,-4.131778,2.1,179.1,
235116983,50.36367,-4.155912,0.0,165.9,
235116983,50.36367,-4.155912,0.0,165.9,
235116983,50.36367,-4.155912,0.0,165.9,
235066588,50.336877,-4.148705,0.1,68.0,
0,50.374475,-4.141388,0.0,360.0,
0,50.374475,-4.141388,0.0,360.0,
0,50.374475,-4.141388,0.0,360.0,
0,50.374475,-4.141388,0.0,360.0,
0,50.374475,-4.141388,0.0,360.0,
0,50.374475,-4.141388,0.0,360.0,
0,50.374475,-4.141388,0.0,360.0,
0,50.374475,-4.141388,0.0,360.0,
0,50.374475,-4.141388,0.0,360.0,
235109107,50.365923,-4.131978,0.0,284.1,
232002652,50.356833,-4.16605,6.9,318.3,
0,50.374475,-4.141388,0.0,360.0,
232056337,50.359447,-4.117685,0.0,360.0,
0,50.374475,-4.141388,0.0,360.0,
0,50.374475,-4.141388,0.0,360.0,
232056337,50.359447,-4.117685,0.0,360.0,
232056337,50.359447,-4.117685,0.0,360.0,
0,50.374475,-4.141388,0.0,360.0,
232056337,50.359447,-4.117685,0.0,360.0,
0,50.374475,-4.141387,0.0,360.0,
0,50.374475,-4.141387,0.0,360.0,
0,50.374475,-4.141387,0.0,360.0,
235116983,50.36367,-4.15591,0.0,162.1,
0,50.374475,-4.14138,0.0,360.0,
0,50.374475,-4.14138,0.0,360.0,
0,50.374475,-4.14138,0.0,360.0,
0,50.374475,-4.14138,0.0,360.0,
0,50.374475,-4.14138,0.0,360.0,
235109107,50.365923,-4.131982,0.0,284.1,
232002652,50.357057,-4.166383,6.9,317.8,
235116983,50.36367,-4.15591,0.0,211.3,
0,50.374475,-4.141373,0.0,360.0,
0,50.374472,-4.141377,0.0,360.0,
0,50.374472,-4.141377,0.0,360.0,
0,50.374472,-4.141377,0.0,360.0,
235109107,50.365923,-4.131982,0.0,284.1,
0,50.374472,-4.141377,0.0,360.0,
0,50.374472,-4.141377,0.0,360.0,
0,50.374472,-4.141377,0.0,360.0,
0,50.374472,-4.141377,0.0,360.0,
235109107,50.365923,-4.131982,0.0,284.2,
235109107,50.365923,-4.131982,0.0,284.2,
235109107,50.365923,-4.131982,0.0,284.2,
235109107,50.365923,-4.131982,0.0,284.2,
235109107,50.365923,-4.131982,0.0,284.2,
0,50.374468,-4.141378,0.0,360.0,
232048902,50.360135,-4.120372,0.0,248.4,
235116983,50.36367,-4.15591,0.1,326.7,
235106587,50.34434,-4.131822,2.5,183.0,
0,50.374467,-4.141382,0.0,360.0,
0,50.374467,-4.141382,0.0,360.0,
0,50.374467,-4.141382,0.0,360.0,
0,50.374467,-4.141382,0.0,360.0,
0,50.374467,-4.141382,0.0,360.0,
0,50.374467,-4.141382,0.0,360.0,
0,50.374467,-4.14138,0.0,360.0,
0,50.374467,-4.14138,0.0,360.0,
0,50.374465,-4.141378,0.0,360.0,
